Unnamed: 0,location_id,date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,aerosol_optical_depth,dust
789,1,2022-09-05 21:00:00+00:00,79.9,42.4,398,81.7,92.7,138,0.43,22
790,1,2022-09-05 22:00:00+00:00,75.2,39.5,366,79.3,96.1,118,0.42,20
791,1,2022-09-05 23:00:00+00:00,69.4,36.1,345,77.2,98.6,92,0.41,19
792,1,2022-09-06 00:00:00+00:00,53.2,27.7,262,78.8,78.2,49,0.46,16
793,1,2022-09-06 01:00:00+00:00,48.8,25.6,249,71.1,77.3,54,0.47,17
794,1,2022-09-06 02:00:00+00:00,45.6,24.2,231,60.0,76.2,62,0.47,18
795,1,2022-09-06 03:00:00+00:00,43.2,23.3,216,49.2,82.2,70,0.48,19
796,1,2022-09-06 04:00:00+00:00,41.8,23.1,216,48.5,99.9,71,0.49,19
797,1,2022-09-06 05:00:00+00:00,42.6,24.0,223,51.2,124.4,69,0.5,20
798,1,2022-09-06 06:00:00+00:00,45.9,26.1,245,54.2,144.1,74,0.51,20
799,1,2022-09-06 07:00:00+00:00,51.7,29.7,267,52.5,136.8,90,0.52,20
800,1,2022-09-06 08:00:00+00:00,61.2,36.1,296,49.6,118.2,112,0.53,20
801,1,2022-09-06 09:00:00+00:00,72.9,44.0,364,50.8,95.7,134,0.54,20
802,1,2022-09-06 10:00:00+00:00,83.6,51.6,466,59.8,87.6,139,0.54,19
803,1,2022-09-06 11:00:00+00:00,95.2,59.6,595,73.1,82.2,139,0.54,18
804,1,2022-09-06 12:00:00+00:00,106.4,67.8,732,87.4,80.8,130,0.52,16
805,1,2022-09-06 13:00:00+00:00,111.1,70.5,713,91.9,76.8,122,0.52,16
806,1,2022-09-06 14:00:00+00:00,104.5,65.0,685,98.2,71.0,111,0.51,15
807,1,2022-09-06 15:00:00+00:00,92.0,54.8,623,99.2,62.8,104,0.51,14
808,1,2022-09-06 16:00:00+00:00,77.8,44.4,542,88.2,56.1,113,0.51,13
809,1,2022-09-06 17:00:00+00:00,68.5,37.4,440,70.8,48.9,129,0.5,12
810,1,2022-09-06 18:00:00+00:00,64.0,33.9,334,51.8,42.5,141,0.49,11
811,1,2022-09-06 19:00:00+00:00,61.2,32.5,304,46.0,41.8,133,0.48,11
812,1,2022-09-06 20:00:00+00:00,61.7,33.5,298,44.0,43.5,118,0.46,11
813,1,2022-09-06 21:00:00+00:00,59.6,32.9,292,42.5,47.2,96,0.45,13
814,1,2022-09-06 22:00:00+00:00,57.0,31.2,275,40.9,50.1,82,0.44,15
815,1,2022-09-06 23:00:00+00:00,54.6,29.3,256,39.8,53.8,68,0.44,19
816,1,2022-09-07 00:00:00+00:00,47.3,23.7,208,37.0,64.3,59,0.48,27
817,1,2022-09-07 01:00:00+00:00,43.8,21.1,196,38.0,69.0,57,0.48,29
818,1,2022-09-07 02:00:00+00:00,40.9,19.0,179,39.2,75.8,54,0.47,31
819,1,2022-09-07 03:00:00+00:00,38.8,17.9,166,40.3,87.6,52,0.46,33
820,1,2022-09-07 04:00:00+00:00,37.3,17.8,170,40.1,101.9,51,0.45,31
821,1,2022-09-07 05:00:00+00:00,37.7,18.9,180,39.3,118.9,52,0.45,28
822,1,2022-09-07 06:00:00+00:00,42.7,22.5,205,38.7,129.8,59,0.46,24
823,1,2022-09-07 07:00:00+00:00,50.2,27.4,229,38.4,119.4,75,0.46,22
824,1,2022-09-07 08:00:00+00:00,58.1,32.8,258,38.3,99.2,96,0.46,21
825,1,2022-09-07 09:00:00+00:00,63.6,36.9,315,41.2,76.1,119,0.45,20
826,1,2022-09-07 10:00:00+00:00,68.7,40.7,388,47.7,69.1,127,0.45,19
827,1,2022-09-07 11:00:00+00:00,77.5,46.8,477,56.6,66.1,130,0.45,19
828,1,2022-09-07 12:00:00+00:00,82.7,48.9,517,54.0,60.4,180,0.38,17
829,1,2022-09-07 13:00:00+00:00,87.8,51.8,513,64.8,62.2,169,0.36,16
830,1,2022-09-07 14:00:00+00:00,82.7,47.1,506,80.2,64.7,153,0.35,15
831,1,2022-09-07 15:00:00+00:00,77.1,41.9,486,91.4,64.8,140,0.34,13
832,1,2022-09-07 16:00:00+00:00,72.6,37.6,452,83.8,59.5,147,0.34,12
833,1,2022-09-07 17:00:00+00:00,68.5,34.2,409,68.3,51.3,162,0.33,10
834,1,2022-09-07 18:00:00+00:00,67.1,33.2,365,52.6,43.0,174,0.34,9
835,1,2022-09-07 19:00:00+00:00,67.3,33.5,357,52.2,41.1,169,0.34,9
836,1,2022-09-07 20:00:00+00:00,69.2,34.8,362,56.8,41.3,158,0.35,9
837,1,2022-09-07 21:00:00+00:00,73.1,37.3,370,61.2,43.7,138,0.36,9
838,1,2022-09-07 22:00:00+00:00,76.8,39.6,374,60.0,47.0,118,0.38,10
839,1,2022-09-07 23:00:00+00:00,80.1,41.3,378,57.0,51.8,95,0.41,11
840,1,2022-09-08 00:00:00+00:00,77.1,39.9,373,52.5,57.6,72,0.45,13
841,1,2022-09-08 01:00:00+00:00,70.3,36.4,350,48.7,59.8,65,0.49,14
842,1,2022-09-08 02:00:00+00:00,63.1,32.8,316,44.5,61.2,63,0.52,15
843,1,2022-09-08 03:00:00+00:00,58.8,31.1,290,40.5,66.2,69,0.55,16
844,1,2022-09-08 04:00:00+00:00,60.5,32.1,297,40.4,76.9,78,0.58,16
845,1,2022-09-08 05:00:00+00:00,66.4,35.2,318,41.8,90.8,91,0.59,16
846,1,2022-09-08 06:00:00+00:00,79.2,43.1,358,42.1,100.9,119,0.6,15
847,1,2022-09-08 07:00:00+00:00,91.7,51.5,397,38.0,94.2,154,0.6,15
848,1,2022-09-08 08:00:00+00:00,104.1,60.1,443,32.2,80.1,198,0.6,14
849,1,2022-09-08 09:00:00+00:00,116.9,68.9,510,29.6,66.8,245,0.61,14
850,1,2022-09-08 10:00:00+00:00,129.9,77.8,575,35.8,69.0,266,0.62,14
851,1,2022-09-08 11:00:00+00:00,138.8,82.9,648,46.3,76.4,278,0.63,15
852,1,2022-09-08 12:00:00+00:00,118.3,75.2,724,72.2,99.3,251,0.56,11
853,1,2022-09-08 13:00:00+00:00,124.8,80.3,767,88.8,105.9,227,0.56,11
854,1,2022-09-08 14:00:00+00:00,125.7,80.8,826,112.1,115.2,192,0.57,10
855,1,2022-09-08 15:00:00+00:00,121.1,76.6,844,130.1,120.6,155,0.57,10
856,1,2022-09-08 16:00:00+00:00,108.3,66.1,763,122.1,113.3,143,0.57,10
857,1,2022-09-08 17:00:00+00:00,96.2,56.3,633,103.1,100.3,139,0.57,11
858,1,2022-09-08 18:00:00+00:00,82.7,45.5,474,78.8,84.3,137,0.56,12
859,1,2022-09-08 19:00:00+00:00,72.2,37.5,396,67.5,77.3,139,0.56,12
860,1,2022-09-08 20:00:00+00:00,67.1,33.9,334,58.1,72.0,144,0.55,13
861,1,2022-09-08 21:00:00+00:00,66.1,33.2,280,47.8,65.8,146,0.54,13
862,1,2022-09-08 22:00:00+00:00,67.3,34.2,270,41.1,60.0,140,0.55,13
863,1,2022-09-08 23:00:00+00:00,69.4,35.7,280,35.7,54.5,130,0.56,13
864,1,2022-09-09 00:00:00+00:00,68.2,35.3,286,30.9,51.0,122,0.59,13
865,1,2022-09-09 01:00:00+00:00,68.7,35.9,294,33.0,58.2,113,0.62,13
866,1,2022-09-09 02:00:00+00:00,69.6,36.4,305,36.2,68.6,100,0.63,13
867,1,2022-09-09 03:00:00+00:00,70.5,37.1,321,41.2,86.3,86,0.64,13
868,1,2022-09-09 04:00:00+00:00,71.2,37.8,334,46.0,103.3,80,0.65,13
869,1,2022-09-09 05:00:00+00:00,71.9,38.6,347,51.3,123.1,77,0.66,13
870,1,2022-09-09 06:00:00+00:00,73.6,39.9,366,57.6,148.6,80,0.67,13
871,1,2022-09-09 07:00:00+00:00,77.5,42.7,373,60.5,166.8,89,0.68,13
872,1,2022-09-09 08:00:00+00:00,83.8,47.1,379,62.7,184.5,102,0.7,14
873,1,2022-09-09 09:00:00+00:00,93.8,54.0,412,66.8,201.0,123,0.71,15
874,1,2022-09-09 10:00:00+00:00,108.7,64.0,485,72.6,206.8,144,0.72,15
875,1,2022-09-09 11:00:00+00:00,125.7,75.4,581,79.7,207.8,168,0.73,15
876,1,2022-09-09 12:00:00+00:00,135.5,81.7,549,69.3,168.1,235,0.75,20
877,1,2022-09-09 13:00:00+00:00,134.1,80.6,538,77.8,161.3,212,0.73,21
878,1,2022-09-09 14:00:00+00:00,124.3,73.6,521,89.9,151.4,180,0.71,23
879,1,2022-09-09 15:00:00+00:00,112.2,64.7,481,98.9,137.9,143,0.69,25
880,1,2022-09-09 16:00:00+00:00,101.0,56.6,428,94.2,128.1,129,0.66,26
881,1,2022-09-09 17:00:00+00:00,89.4,48.3,361,83.4,117.9,120,0.65,27
882,1,2022-09-09 18:00:00+00:00,79.9,41.4,286,69.2,107.8,114,0.63,29
883,1,2022-09-09 19:00:00+00:00,72.6,36.6,253,61.8,105.1,113,0.6,30
884,1,2022-09-09 20:00:00+00:00,68.0,33.2,231,55.0,105.1,115,0.58,32
885,1,2022-09-09 21:00:00+00:00,64.5,31.0,211,46.5,104.2,118,0.57,33
886,1,2022-09-09 22:00:00+00:00,61.7,29.3,201,39.5,99.8,119,0.57,34
887,1,2022-09-09 23:00:00+00:00,59.3,27.6,198,32.7,94.3,120,0.57,35
888,1,2022-09-10 00:00:00+00:00,54.6,25.6,203,30.9,94.9,109,0.56,32
889,1,2022-09-10 01:00:00+00:00,54.0,25.3,212,35.5,104.1,100,0.56,32
890,1,2022-09-10 02:00:00+00:00,54.0,25.6,225,42.2,117.4,86,0.57,31
891,1,2022-09-10 03:00:00+00:00,54.9,26.5,247,52.5,142.4,70,0.6,31
892,1,2022-09-10 04:00:00+00:00,56.9,28.0,270,60.8,168.6,62,0.61,32
893,1,2022-09-10 05:00:00+00:00,60.1,29.8,296,70.1,200.1,55,0.63,33
894,1,2022-09-10 06:00:00+00:00,64.7,32.6,327,81.4,240.8,50,0.64,36
895,1,2022-09-10 07:00:00+00:00,71.7,36.6,335,87.8,268.8,52,0.65,38
896,1,2022-09-10 08:00:00+00:00,80.8,42.3,338,93.2,295.8,58,0.67,41
897,1,2022-09-10 09:00:00+00:00,92.9,50.1,370,101.8,322.9,63,0.68,44
898,1,2022-09-10 10:00:00+00:00,105.0,58.6,438,110.6,333.6,62,0.68,45
899,1,2022-09-10 11:00:00+00:00,118.0,67.3,530,120.5,338.0,58,0.68,45
900,1,2022-09-10 12:00:00+00:00,111.8,62.9,474,96.4,288.1,95,0.56,48
901,1,2022-09-10 13:00:00+00:00,116.9,66.6,536,113.8,301.8,78,0.55,47
902,1,2022-09-10 14:00:00+00:00,123.4,71.9,623,138.2,320.7,54,0.55,47
903,1,2022-09-10 15:00:00+00:00,128.5,75.4,702,156.2,327.6,31,0.54,46
904,1,2022-09-10 16:00:00+00:00,129.9,75.9,696,145.0,302.6,31,0.54,46
905,1,2022-09-10 17:00:00+00:00,126.7,72.4,658,121.2,262.0,40,0.54,46
906,1,2022-09-10 18:00:00+00:00,119.7,67.1,604,93.9,217.4,51,0.53,46
907,1,2022-09-10 19:00:00+00:00,115.0,63.1,575,84.4,204.6,55,0.5,46
908,1,2022-09-10 20:00:00+00:00,109.9,59.5,545,79.2,200.9,58,0.47,46
909,1,2022-09-10 21:00:00+00:00,103.8,55.9,512,80.8,199.1,54,0.44,45
910,1,2022-09-10 22:00:00+00:00,96.2,51.7,494,92.2,196.3,40,0.43,42
911,1,2022-09-10 23:00:00+00:00,86.1,46.6,480,110.1,194.8,21,0.44,39
912,1,2022-09-11 00:00:00+00:00,87.1,47.6,500,140.4,270.7,2,0.46,37
913,1,2022-09-11 01:00:00+00:00,82.0,44.6,491,141.8,274.5,2,0.52,37
914,1,2022-09-11 02:00:00+00:00,79.9,43.1,479,143.8,280.4,2,0.58,36
915,1,2022-09-11 03:00:00+00:00,79.6,42.7,470,146.4,301.5,5,0.59,37
916,1,2022-09-11 04:00:00+00:00,81.0,43.1,476,147.1,339.8,7,0.58,38
917,1,2022-09-11 05:00:00+00:00,84.1,44.5,489,147.6,389.9,10,0.57,40
918,1,2022-09-11 06:00:00+00:00,89.2,47.0,497,152.1,433.8,26,0.56,44
919,1,2022-09-11 07:00:00+00:00,97.1,51.3,484,162.9,430.2,50,0.55,49
920,1,2022-09-11 08:00:00+00:00,107.8,56.9,462,177.4,407.8,83,0.54,55
921,1,2022-09-11 09:00:00+00:00,118.7,62.6,451,189.4,373.7,137,0.53,63
922,1,2022-09-11 10:00:00+00:00,130.4,68.9,476,183.9,351.1,197,0.5,68
923,1,2022-09-11 11:00:00+00:00,143.0,75.9,518,171.7,326.8,267,0.46,73
924,1,2022-09-11 12:00:00+00:00,151.3,82.2,524,187.4,410.7,238,0.46,78
925,1,2022-09-11 13:00:00+00:00,152.3,81.5,530,206.8,400.4,238,0.41,79
926,1,2022-09-11 14:00:00+00:00,149.0,78.7,538,234.1,385.7,238,0.38,81
927,1,2022-09-11 15:00:00+00:00,140.6,70.5,528,259.4,369.0,220,0.38,85
928,1,2022-09-11 16:00:00+00:00,131.8,60.8,487,257.5,364.2,182,0.4,92
929,1,2022-09-11 17:00:00+00:00,123.4,53.6,428,245.7,362.6,130,0.41,100
930,1,2022-09-11 18:00:00+00:00,115.7,47.5,369,234.4,354.4,70,0.42,107
931,1,2022-09-11 19:00:00+00:00,110.6,45.4,360,238.5,337.0,45,0.44,105
932,1,2022-09-11 20:00:00+00:00,105.9,45.1,368,247.6,314.0,28,0.47,99
933,1,2022-09-11 21:00:00+00:00,100.4,42.7,378,256.0,287.9,13,0.51,90
934,1,2022-09-11 22:00:00+00:00,96.4,41.3,379,259.0,279.8,4,0.53,83
935,1,2022-09-11 23:00:00+00:00,90.8,39.5,378,260.0,276.5,0,0.54,75
936,1,2022-09-12 00:00:00+00:00,101.5,46.0,450,238.8,301.9,0,0.55,77
937,1,2022-09-12 01:00:00+00:00,96.2,43.0,428,227.4,291.7,1,0.48,73
938,1,2022-09-12 02:00:00+00:00,89.6,39.3,397,210.6,276.9,4,0.45,68
939,1,2022-09-12 03:00:00+00:00,81.0,34.9,351,181.8,250.9,9,0.44,66
940,1,2022-09-12 04:00:00+00:00,75.2,29.9,313,152.1,223.9,13,0.44,72
941,1,2022-09-12 05:00:00+00:00,73.3,27.1,271,117.2,192.2,17,0.43,82
942,1,2022-09-12 06:00:00+00:00,77.1,26.8,228,78.5,156.4,37,0.42,96
943,1,2022-09-12 07:00:00+00:00,84.5,29.9,211,60.8,138.3,71,0.42,106
944,1,2022-09-12 08:00:00+00:00,96.6,34.5,204,49.2,124.9,117,0.43,117
945,1,2022-09-12 09:00:00+00:00,106.4,38.3,203,43.1,118.2,168,0.43,127
946,1,2022-09-12 10:00:00+00:00,112.0,43.0,207,45.4,125.1,193,0.42,127
947,1,2022-09-12 11:00:00+00:00,114.8,45.4,217,53.7,140.1,211,0.4,124
948,1,2022-09-12 12:00:00+00:00,112.0,48.4,245,85.9,170.1,239,0.39,104
949,1,2022-09-12 13:00:00+00:00,110.4,48.8,277,108.2,174.1,217,0.38,101
950,1,2022-09-12 14:00:00+00:00,106.9,46.8,323,139.6,179.6,185,0.38,96
951,1,2022-09-12 15:00:00+00:00,102.7,43.8,363,167.6,181.4,145,0.37,91
952,1,2022-09-12 16:00:00+00:00,97.3,40.2,357,164.2,171.4,122,0.37,90
953,1,2022-09-12 17:00:00+00:00,92.0,36.8,334,148.6,156.1,102,0.37,89
954,1,2022-09-12 18:00:00+00:00,88.5,35.2,307,129.8,147.4,83,0.38,90
955,1,2022-09-12 19:00:00+00:00,87.3,34.2,301,123.2,160.3,78,0.39,92
956,1,2022-09-12 20:00:00+00:00,88.0,34.1,300,118.9,183.2,78,0.41,95
957,1,2022-09-12 21:00:00+00:00,88.2,34.6,307,120.2,211.4,74,0.44,96
958,1,2022-09-12 22:00:00+00:00,86.8,34.1,322,130.4,225.4,62,0.48,93
959,1,2022-09-12 23:00:00+00:00,85.2,34.3,342,146.1,236.8,46,0.49,88
960,1,2022-09-13 00:00:00+00:00,81.7,32.0,317,125.1,247.9,48,0.37,89
961,1,2022-09-13 01:00:00+00:00,82.0,32.1,324,129.5,268.1,42,0.35,88
962,1,2022-09-13 02:00:00+00:00,81.5,32.1,333,135.6,297.0,33,0.34,88
963,1,2022-09-13 03:00:00+00:00,82.2,32.5,346,138.5,331.9,28,0.33,88
964,1,2022-09-13 04:00:00+00:00,84.3,33.3,352,132.0,350.5,36,0.32,90
965,1,2022-09-13 05:00:00+00:00,88.5,35.0,357,121.0,366.1,49,0.31,94
966,1,2022-09-13 06:00:00+00:00,93.4,37.3,370,109.2,377.0,69,0.32,98
967,1,2022-09-13 07:00:00+00:00,102.2,42.4,383,106.1,375.2,83,0.34,100
968,1,2022-09-13 08:00:00+00:00,113.6,49.7,400,105.5,366.6,98,0.36,102
969,1,2022-09-13 09:00:00+00:00,126.2,58.3,441,107.1,348.5,114,0.39,105
970,1,2022-09-13 10:00:00+00:00,142.0,68.7,510,110.4,331.7,124,0.4,106
971,1,2022-09-13 11:00:00+00:00,156.0,78.0,598,115.6,311.0,131,0.4,107
972,1,2022-09-13 12:00:00+00:00,160.7,78.7,513,127.9,398.0,120,0.36,119
973,1,2022-09-13 13:00:00+00:00,164.8,81.0,510,134.0,374.9,111,0.35,120
974,1,2022-09-13 14:00:00+00:00,162.5,78.9,506,142.4,341.5,98,0.33,122
975,1,2022-09-13 15:00:00+00:00,153.2,71.5,476,146.0,291.3,87,0.29,124
976,1,2022-09-13 16:00:00+00:00,139.7,61.0,420,138.4,250.4,87,0.26,125
977,1,2022-09-13 17:00:00+00:00,125.3,50.4,344,125.1,205.6,91,0.24,125
978,1,2022-09-13 18:00:00+00:00,112.0,42.1,259,102.3,151.8,101,0.23,124
979,1,2022-09-13 19:00:00+00:00,99.4,34.1,224,79.7,118.2,114,0.22,121
980,1,2022-09-13 20:00:00+00:00,89.6,29.3,202,53.2,88.6,131,0.23,116
981,1,2022-09-13 21:00:00+00:00,83.1,26.5,188,26.9,60.7,147,0.24,108
982,1,2022-09-13 22:00:00+00:00,79.4,25.8,188,20.9,52.7,151,0.24,101
983,1,2022-09-13 23:00:00+00:00,78.2,26.5,197,22.4,53.1,150,0.26,94
984,1,2022-09-14 00:00:00+00:00,81.3,29.8,215,22.4,23.2,151,0.22,83
985,1,2022-09-14 01:00:00+00:00,84.5,31.9,223,24.1,26.2,148,0.23,84
986,1,2022-09-14 02:00:00+00:00,86.6,33.2,236,26.7,30.5,144,0.23,84
987,1,2022-09-14 03:00:00+00:00,88.9,34.7,251,29.8,38.2,140,0.24,85
988,1,2022-09-14 04:00:00+00:00,90.8,36.1,258,30.9,43.2,139,0.26,85
989,1,2022-09-14 05:00:00+00:00,92.4,37.1,264,31.6,48.9,139,0.28,85
990,1,2022-09-14 06:00:00+00:00,95.2,39.2,278,34.3,67.9,144,0.3,85
991,1,2022-09-14 07:00:00+00:00,100.8,43.1,296,37.8,95.2,154,0.31,86
992,1,2022-09-14 08:00:00+00:00,109.0,48.8,319,42.3,130.6,168,0.32,87
993,1,2022-09-14 09:00:00+00:00,119.7,56.3,352,52.8,187.4,181,0.31,88
994,1,2022-09-14 10:00:00+00:00,129.9,63.6,385,67.1,248.0,184,0.3,89
995,1,2022-09-14 11:00:00+00:00,135.0,67.5,422,84.9,317.9,183,0.29,89
996,1,2022-09-14 12:00:00+00:00,161.1,81.5,461,108.8,391.1,196,0.38,106
997,1,2022-09-14 13:00:00+00:00,157.9,79.6,440,119.7,361.0,173,0.36,104
998,1,2022-09-14 14:00:00+00:00,145.3,71.7,410,134.6,317.5,141,0.34,100
999,1,2022-09-14 15:00:00+00:00,127.6,60.8,360,138.6,250.9,112,0.32,95
1000,1,2022-09-14 16:00:00+00:00,110.4,50.2,310,114.8,191.9,114,0.3,90
1001,1,2022-09-14 17:00:00+00:00,95.0,40.9,253,77.2,126.2,128,0.29,85
1002,1,2022-09-14 18:00:00+00:00,83.4,34.1,192,37.3,57.8,144,0.29,78
1003,1,2022-09-14 19:00:00+00:00,74.5,29.5,169,28.3,34.2,145,0.28,74
1004,1,2022-09-14 20:00:00+00:00,68.7,26.6,159,28.6,25.9,143,0.28,71
1005,1,2022-09-14 21:00:00+00:00,65.0,25.0,154,32.5,22.4,138,0.29,68
1006,1,2022-09-14 22:00:00+00:00,62.6,24.2,154,34.1,21.0,134,0.3,66
1007,1,2022-09-14 23:00:00+00:00,61.7,24.1,160,37.2,23.5,129,0.31,65
1008,1,2022-09-15 00:00:00+00:00,60.5,24.1,165,37.2,27.9,126,0.35,63
1009,1,2022-09-15 01:00:00+00:00,60.8,24.6,170,44.0,35.1,120,0.36,62
1010,1,2022-09-15 02:00:00+00:00,61.7,25.3,177,53.5,45.5,110,0.36,61
1011,1,2022-09-15 03:00:00+00:00,62.6,26.3,189,62.8,60.0,100,0.37,59
1012,1,2022-09-15 04:00:00+00:00,63.8,27.5,201,63.5,67.8,95,0.39,57
1013,1,2022-09-15 05:00:00+00:00,65.7,29.3,214,61.2,75.2,91,0.41,54
1014,1,2022-09-15 06:00:00+00:00,69.4,32.4,231,59.2,95.2,93,0.43,50
1015,1,2022-09-15 07:00:00+00:00,74.5,36.2,238,58.7,119.7,106,0.43,48
1016,1,2022-09-15 08:00:00+00:00,80.8,41.0,243,58.8,150.9,124,0.43,46
1017,1,2022-09-15 09:00:00+00:00,88.9,47.3,262,67.1,211.6,140,0.42,44
1018,1,2022-09-15 10:00:00+00:00,98.7,54.4,294,83.8,286.9,137,0.42,43
1019,1,2022-09-15 11:00:00+00:00,108.0,61.0,336,106.9,378.6,127,0.41,42
1020,1,2022-09-15 12:00:00+00:00,92.9,53.7,330,156.6,439.9,111,0.35,29
1021,1,2022-09-15 13:00:00+00:00,88.2,50.6,324,163.6,403.1,104,0.33,27
1022,1,2022-09-15 14:00:00+00:00,79.4,44.8,314,172.9,350.1,94,0.31,25
1023,1,2022-09-15 15:00:00+00:00,68.5,37.7,295,168.8,271.0,90,0.28,23
1024,1,2022-09-15 16:00:00+00:00,61.2,33.1,272,138.8,202.9,102,0.25,23
1025,1,2022-09-15 17:00:00+00:00,59.8,31.1,243,94.7,128.2,121,0.23,24
1026,1,2022-09-15 18:00:00+00:00,63.3,31.2,213,47.5,54.3,140,0.24,28
1027,1,2022-09-15 19:00:00+00:00,67.8,31.0,204,35.3,36.2,140,0.28,37
1028,1,2022-09-15 20:00:00+00:00,70.5,30.5,201,33.7,38.8,134,0.31,48
1029,1,2022-09-15 21:00:00+00:00,71.2,29.7,196,33.9,46.1,123,0.33,60
1030,1,2022-09-15 22:00:00+00:00,69.8,28.3,185,31.6,46.2,115,0.34,62
1031,1,2022-09-15 23:00:00+00:00,66.4,26.5,171,30.2,47.5,106,0.33,61
1032,1,2022-09-16 00:00:00+00:00,69.2,27.9,185,33.0,53.4,96,0.3,65
1033,1,2022-09-16 01:00:00+00:00,65.2,25.8,173,31.0,48.2,94,0.3,63
1034,1,2022-09-16 02:00:00+00:00,61.7,24.3,157,28.0,41.0,91,0.31,59
1035,1,2022-09-16 03:00:00+00:00,61.7,23.9,138,23.2,32.2,92,0.31,58
1036,1,2022-09-16 04:00:00+00:00,64.0,23.8,130,17.6,25.6,102,0.32,62
1037,1,2022-09-16 05:00:00+00:00,67.8,24.5,125,11.1,19.3,116,0.33,69
1038,1,2022-09-16 06:00:00+00:00,72.9,26.1,123,7.4,21.6,129,0.36,78
1039,1,2022-09-16 07:00:00+00:00,76.8,27.9,127,12.2,39.2,126,0.38,82
1040,1,2022-09-16 08:00:00+00:00,80.3,29.5,136,21.1,65.5,118,0.39,85
1041,1,2022-09-16 09:00:00+00:00,83.6,30.6,146,32.6,95.5,109,0.39,90
1042,1,2022-09-16 10:00:00+00:00,86.1,31.0,151,39.7,109.3,109,0.38,96
1043,1,2022-09-16 11:00:00+00:00,88.2,30.9,155,46.2,119.2,111,0.37,103
1044,1,2022-09-16 12:00:00+00:00,83.6,28.0,154,51.6,125.1,123,0.34,105
1045,1,2022-09-16 13:00:00+00:00,85.9,27.4,151,44.2,105.7,131,0.38,111
1046,1,2022-09-16 14:00:00+00:00,90.8,27.7,146,33.7,78.1,142,0.42,120
1047,1,2022-09-16 15:00:00+00:00,98.3,28.6,141,22.9,47.7,153,0.44,145
1048,1,2022-09-16 16:00:00+00:00,109.2,29.6,138,20.8,37.5,155,0.46,180
1049,1,2022-09-16 17:00:00+00:00,125.7,30.6,137,21.5,33.2,155,0.51,224
1050,1,2022-09-16 18:00:00+00:00,151.3,31.5,134,22.6,29.9,150,0.55,283
1051,1,2022-09-16 19:00:00+00:00,178.8,31.7,131,22.0,27.7,141,0.58,326
1052,1,2022-09-16 20:00:00+00:00,194.2,31.4,129,21.0,26.9,129,0.57,370
1053,1,2022-09-16 21:00:00+00:00,192.3,30.9,126,19.5,25.6,117,0.54,407
1054,1,2022-09-16 22:00:00+00:00,188.1,30.3,125,18.0,23.6,114,0.49,412
1055,1,2022-09-16 23:00:00+00:00,184.4,30.3,124,16.2,21.3,113,0.45,402
1056,1,2022-09-17 00:00:00+00:00,164.8,30.2,130,14.0,43.8,119,0.37,336
1057,1,2022-09-17 01:00:00+00:00,152.7,30.3,132,15.4,44.6,117,0.33,300
1058,1,2022-09-17 02:00:00+00:00,133.2,30.3,135,17.5,45.8,115,0.3,248
1059,1,2022-09-17 03:00:00+00:00,112.2,29.8,139,19.7,47.0,114,0.28,187
1060,1,2022-09-17 04:00:00+00:00,99.7,29.7,142,20.6,47.4,115,0.27,160
1061,1,2022-09-17 05:00:00+00:00,94.3,29.9,144,21.1,47.6,117,0.26,141
1062,1,2022-09-17 06:00:00+00:00,92.9,30.5,146,20.5,47.1,124,0.25,124
1063,1,2022-09-17 07:00:00+00:00,92.7,31.3,145,17.8,45.5,135,0.24,117
1064,1,2022-09-17 08:00:00+00:00,92.9,32.1,143,13.9,43.4,150,0.24,115
1065,1,2022-09-17 09:00:00+00:00,92.9,32.7,141,10.6,41.7,167,0.23,116
1066,1,2022-09-17 10:00:00+00:00,92.9,32.5,140,10.6,42.2,178,0.23,119
1067,1,2022-09-17 11:00:00+00:00,94.3,32.2,140,12.1,43.6,188,0.23,124
1068,1,2022-09-17 12:00:00+00:00,90.1,30.5,145,15.6,44.8,187,0.21,120
1069,1,2022-09-17 13:00:00+00:00,91.5,29.7,146,20.6,45.9,177,0.21,123
1070,1,2022-09-17 14:00:00+00:00,92.7,29.0,147,27.6,47.5,163,0.22,127
1071,1,2022-09-17 15:00:00+00:00,93.8,28.9,149,34.8,51.2,147,0.22,135
1072,1,2022-09-17 16:00:00+00:00,95.2,29.3,150,36.5,55.9,140,0.24,138
1073,1,2022-09-17 17:00:00+00:00,99.2,30.2,150,36.3,61.8,136,0.26,142
1074,1,2022-09-17 18:00:00+00:00,107.3,30.6,150,34.5,68.8,131,0.3,161
1075,1,2022-09-17 19:00:00+00:00,122.0,31.5,149,31.8,72.1,129,0.33,199
1076,1,2022-09-17 20:00:00+00:00,141.1,32.6,147,28.0,74.6,128,0.35,249
1077,1,2022-09-17 21:00:00+00:00,162.1,33.4,146,23.9,77.6,125,0.36,301
1078,1,2022-09-17 22:00:00+00:00,178.3,33.5,148,22.0,79.1,120,0.36,315
1079,1,2022-09-17 23:00:00+00:00,177.4,32.5,150,20.9,80.1,113,0.37,318
1080,1,2022-09-18 00:00:00+00:00,167.6,31.0,147,16.6,83.4,116,0.31,330
1081,1,2022-09-18 01:00:00+00:00,161.6,30.2,148,19.1,88.8,110,0.32,324
1082,1,2022-09-18 02:00:00+00:00,159.3,29.6,150,23.0,96.6,102,0.32,316
