,location_id,date,temperature_2m_previous_day1,temperature_2m_previous_day2,temperature_2m_previous_day3,temperature_2m_previous_day4,temperature_2m_previous_day5,temperature_2m_previous_day6,temperature_2m_previous_day7,relative_humidity_2m_previous_day1,relative_humidity_2m_previous_day2,relative_humidity_2m_previous_day3,relative_humidity_2m_previous_day4,relative_humidity_2m_previous_day5,relative_humidity_2m_previous_day6,relative_humidity_2m_previous_day7
1568,1,2024-04-06 08:00:00+00:00,25.097,25.147,24.497,23.546999,25.097,25.497,23.9455,59.0,57.0,63.0,70.0,62.0,60.0,67.0
1569,1,2024-04-06 09:00:00+00:00,25.947,26.747,25.546999,24.947,26.796999,27.197,25.6955,55.0,51.0,61.0,63.0,54.0,52.0,60.0
1570,1,2024-04-06 10:00:00+00:00,26.796999,27.397,26.197,25.897,27.897,27.897,26.4455,51.0,48.0,57.0,59.0,49.0,48.0,55.0
1571,1,2024-04-06 11:00:00+00:00,27.247,28.046999,26.147,26.397,28.546999,27.997,26.4955,50.0,47.0,60.0,58.0,46.0,47.0,53.0
1572,1,2024-04-06 12:00:00+00:00,26.296999,26.197,26.546999,27.497,28.197,28.347,20.8955,54.0,53.0,58.0,52.0,45.0,48.0,78.0
1573,1,2024-04-06 13:00:00+00:00,26.747,23.796999,25.147,26.546999,28.097,27.097,19.9955,54.0,66.0,66.0,57.0,45.0,55.0,84.0
1574,1,2024-04-06 14:00:00+00:00,24.097,24.046999,22.546999,24.947,27.747,25.197,19.595499,69.0,66.0,77.0,64.0,46.0,65.0,88.0
1575,1,2024-04-06 15:00:00+00:00,23.197,23.597,21.997,23.497,26.997,23.546999,19.1955,76.0,67.0,79.0,71.0,49.0,74.0,91.0
1576,1,2024-04-06 16:00:00+00:00,22.046999,22.097,21.397,22.447,25.597,22.546999,18.5455,83.0,76.0,83.0,75.0,57.0,80.0,94.0
1577,1,2024-04-06 17:00:00+00:00,20.747,20.997,20.847,21.546999,23.796999,21.847,17.845499,90.0,83.0,88.0,79.0,68.0,84.0,96.0
1578,1,2024-04-06 18:00:00+00:00,20.497,20.046999,20.697,20.247,22.296999,21.197,17.1955,87.0,89.0,85.0,91.0,76.0,87.0,96.0
1579,1,2024-04-06 19:00:00+00:00,19.597,19.747,20.197,19.897,21.347,20.597,16.9955,91.0,90.0,90.0,92.0,79.0,90.0,97.0
1580,1,2024-04-06 20:00:00+00:00,18.997,19.347,19.997,19.697,20.697,20.097,16.9955,93.0,92.0,91.0,92.0,80.0,91.0,98.0
1581,1,2024-04-06 21:00:00+00:00,18.546999,18.747,19.796999,19.347,20.046999,19.546999,16.8955,94.0,93.0,92.0,92.0,81.0,93.0,98.0
1582,1,2024-04-06 22:00:00+00:00,18.296999,18.247,19.197,18.796999,19.247,18.897,16.5455,94.0,92.0,95.0,94.0,84.0,95.0,98.0
1583,1,2024-04-06 23:00:00+00:00,17.697,17.796999,18.497,18.147,18.397,18.247,16.095499,95.0,93.0,98.0,96.0,88.0,97.0,98.0
1584,1,2024-04-07 00:00:00+00:00,17.847,17.197,17.546999,17.197,17.447,17.296999,14.9955,99.0,95.0,98.0,99.0,91.0,91.0,97.0
1585,1,2024-04-07 01:00:00+00:00,17.546999,16.647,16.997,16.546999,16.747,16.697,14.5955,100.0,96.0,98.0,100.0,93.0,93.0,97.0
1586,1,2024-04-07 02:00:00+00:00,17.197,16.296999,16.447,15.947,16.147,16.247,14.1455,99.0,96.0,98.0,100.0,94.0,94.0,97.0
1587,1,2024-04-07 03:00:00+00:00,16.997,16.047,15.947,16.047,16.247,16.397,14.3955,98.0,96.0,97.0,98.0,94.0,94.0,96.0
1588,1,2024-04-07 04:00:00+00:00,16.697,15.997,15.896999,17.247,17.397,17.597,15.695499,98.0,95.0,96.0,94.0,91.0,91.0,93.0
1589,1,2024-04-07 05:00:00+00:00,18.147,17.796999,18.046999,19.097,19.247,19.497,17.6455,93.0,91.0,91.0,88.0,85.0,85.0,87.0
1590,1,2024-04-07 06:00:00+00:00,20.147,20.197,20.847,20.747,21.147,21.447,20.1955,84.0,84.0,79.0,87.0,79.0,79.0,78.0
1591,1,2024-04-07 07:00:00+00:00,22.097,22.497,23.397,22.347,23.147,23.447,22.7955,74.0,73.0,67.0,78.0,72.0,71.0,66.0
1592,1,2024-04-07 08:00:00+00:00,23.546999,24.247,25.046999,24.197,25.197,25.497,25.6455,66.0,64.0,59.0,67.0,65.0,61.0,51.0
1593,1,2024-04-07 09:00:00+00:00,24.947,25.497,26.296999,25.597,26.847,27.046999,27.7955,59.0,58.0,54.0,59.0,58.0,54.0,40.0
1594,1,2024-04-07 10:00:00+00:00,25.546999,26.546999,27.447,26.497,27.947,27.847,28.9955,57.0,55.0,52.0,56.0,52.0,50.0,35.0
1595,1,2024-04-07 11:00:00+00:00,25.647,26.847,27.796999,27.046999,28.597,28.147,29.4455,57.0,54.0,50.0,56.0,47.0,48.0,34.0
1596,1,2024-04-07 12:00:00+00:00,26.347,26.046999,27.947,27.697,27.347,28.147,29.6955,57.0,63.0,48.0,51.0,52.0,46.0,34.0
1597,1,2024-04-07 13:00:00+00:00,26.247,24.747,27.597,26.397,25.997,26.897,27.345499,61.0,70.0,50.0,59.0,59.0,53.0,45.0
1598,1,2024-04-07 14:00:00+00:00,24.497,22.697,24.697,24.347,23.947,24.947,23.7455,69.0,79.0,65.0,70.0,70.0,64.0,61.0
1599,1,2024-04-07 15:00:00+00:00,23.447,21.796999,23.347,22.597,22.296999,23.247,20.6955,74.0,81.0,74.0,80.0,79.0,74.0,75.0
1600,1,2024-04-07 16:00:00+00:00,22.546999,20.497,22.046999,21.597,21.397,22.097,18.7455,79.0,88.0,82.0,85.0,84.0,81.0,85.0
1601,1,2024-04-07 17:00:00+00:00,21.597,19.796999,21.447,20.947,20.847,21.247,17.2955,85.0,92.0,87.0,88.0,87.0,86.0,92.0
1602,1,2024-04-07 18:00:00+00:00,19.447,19.147,20.347,20.546999,20.347,20.546999,16.3955,91.0,92.0,91.0,89.0,90.0,90.0,97.0
1603,1,2024-04-07 19:00:00+00:00,19.097,18.397,19.997,20.046999,19.796999,20.147,15.7955,92.0,89.0,92.0,91.0,92.0,90.0,100.0
1604,1,2024-04-07 20:00:00+00:00,18.897,18.147,19.597,19.647,19.247,19.897,16.095499,94.0,92.0,94.0,92.0,94.0,89.0,98.0
1605,1,2024-04-07 21:00:00+00:00,18.847,18.046999,19.296999,19.296999,18.796999,19.546999,16.2955,94.0,93.0,95.0,93.0,95.0,88.0,96.0
1606,1,2024-04-07 22:00:00+00:00,18.497,17.747,19.046999,18.997,18.447,18.847,16.095499,95.0,94.0,95.0,94.0,96.0,91.0,96.0
1607,1,2024-04-07 23:00:00+00:00,18.247,17.546999,18.796999,18.697,18.147,17.997,15.7955,96.0,95.0,96.0,96.0,96.0,94.0,96.0
1608,1,2024-04-08 00:00:00+00:00,18.597,17.447,18.497,17.947,18.397,17.546999,15.195499,95.0,93.0,95.0,97.0,95.0,96.0,96.0
1609,1,2024-04-08 01:00:00+00:00,18.247,17.397,18.147,17.197,17.796999,16.747,14.6455,96.0,93.0,96.0,98.0,97.0,97.0,97.0
1610,1,2024-04-08 02:00:00+00:00,17.897,17.247,17.597,16.447,17.147,16.047,14.2955,97.0,94.0,98.0,98.0,100.0,97.0,97.0
1611,1,2024-04-08 03:00:00+00:00,17.347,17.147,17.247,16.397,17.046999,16.097,14.5955,99.0,94.0,99.0,97.0,100.0,96.0,96.0
1612,1,2024-04-08 04:00:00+00:00,17.046999,16.847,16.796999,17.397,17.697,17.347,15.9955,100.0,95.0,100.0,94.0,98.0,92.0,92.0
1613,1,2024-04-08 05:00:00+00:00,18.397,18.097,18.296999,19.046999,18.796999,19.347,18.1455,96.0,92.0,96.0,89.0,94.0,86.0,86.0
1614,1,2024-04-08 06:00:00+00:00,19.597,19.897,20.447,20.546999,20.247,21.397,20.095499,92.0,90.0,85.0,87.0,88.0,79.0,79.0
1615,1,2024-04-08 07:00:00+00:00,20.897,21.147,22.197,22.347,22.197,23.546999,22.4955,86.0,86.0,76.0,78.0,78.0,69.0,68.0
1616,1,2024-04-08 08:00:00+00:00,22.247,22.497,23.897,24.347,24.447,25.747,25.0455,78.0,78.0,67.0,67.0,66.0,59.0,56.0
1617,1,2024-04-08 09:00:00+00:00,23.497,23.447,25.046999,25.947,26.197,27.447,26.9955,72.0,73.0,61.0,58.0,57.0,50.0,46.0
1618,1,2024-04-08 10:00:00+00:00,24.247,24.497,26.197,27.097,27.296999,28.397,28.345499,69.0,69.0,58.0,52.0,51.0,45.0,40.0
1619,1,2024-04-08 11:00:00+00:00,24.847,25.046999,26.997,27.847,27.947,28.897,29.1455,67.0,66.0,55.0,49.0,48.0,43.0,37.0
1620,1,2024-04-08 12:00:00+00:00,23.447,23.497,26.546999,27.847,28.097,27.147,28.095499,74.0,74.0,58.0,49.0,45.0,56.0,42.0
1621,1,2024-04-08 13:00:00+00:00,21.546999,22.597,25.447,27.497,27.697,26.197,25.5455,80.0,78.0,65.0,49.0,47.0,61.0,55.0
1622,1,2024-04-08 14:00:00+00:00,21.197,22.247,24.247,26.747,26.747,24.747,21.845499,80.0,76.0,71.0,51.0,51.0,67.0,74.0
1623,1,2024-04-08 15:00:00+00:00,20.397,21.997,22.997,25.647,25.597,23.497,18.9955,84.0,75.0,76.0,55.0,57.0,73.0,89.0
1624,1,2024-04-08 16:00:00+00:00,19.796999,21.197,21.747,24.147,24.197,22.697,17.8955,86.0,79.0,82.0,64.0,65.0,77.0,94.0
1625,1,2024-04-08 17:00:00+00:00,19.247,20.597,20.897,22.347,22.597,22.097,17.6955,90.0,81.0,87.0,76.0,75.0,81.0,95.0
1626,1,2024-04-08 18:00:00+00:00,18.497,19.597,20.546999,21.147,21.296999,21.447,16.595499,87.0,91.0,86.0,86.0,82.0,85.0,96.0
1627,1,2024-04-08 19:00:00+00:00,18.347,19.296999,20.247,20.647,20.647,20.597,16.6955,87.0,92.0,89.0,89.0,85.0,89.0,95.0
1628,1,2024-04-08 20:00:00+00:00,18.147,18.897,19.897,20.247,20.296999,19.647,16.9955,88.0,93.0,91.0,91.0,87.0,93.0,95.0
1629,1,2024-04-08 21:00:00+00:00,18.046999,18.647,19.397,19.847,19.897,18.847,17.095499,89.0,94.0,94.0,93.0,88.0,96.0,94.0
1630,1,2024-04-08 22:00:00+00:00,17.897,18.296999,18.947,19.347,19.197,18.247,16.7455,89.0,95.0,95.0,95.0,90.0,96.0,94.0
1631,1,2024-04-08 23:00:00+00:00,17.747,17.947,18.796999,18.847,18.397,17.796999,16.1955,89.0,97.0,95.0,97.0,93.0,96.0,95.0
1632,1,2024-04-09 00:00:00+00:00,17.647,17.397,18.097,17.447,17.796999,17.697,15.0955,95.0,98.0,95.0,98.0,99.0,95.0,96.0
1633,1,2024-04-09 01:00:00+00:00,17.397,17.647,18.147,16.697,17.046999,17.046999,14.8455,95.0,97.0,95.0,99.0,99.0,96.0,97.0
1634,1,2024-04-09 02:00:00+00:00,17.046999,17.546999,18.197,16.097,16.397,16.397,14.695499,95.0,97.0,95.0,100.0,98.0,96.0,98.0
1635,1,2024-04-09 03:00:00+00:00,16.697,17.247,17.947,16.097,16.397,16.447,15.0955,96.0,98.0,96.0,99.0,96.0,95.0,97.0
1636,1,2024-04-09 04:00:00+00:00,16.347,16.997,17.347,17.046999,17.447,17.546999,16.2455,96.0,98.0,98.0,96.0,92.0,91.0,94.0
1637,1,2024-04-09 05:00:00+00:00,17.897,18.347,18.747,18.647,19.147,19.347,17.9955,93.0,95.0,96.0,91.0,86.0,86.0,89.0
1638,1,2024-04-09 06:00:00+00:00,19.947,20.546999,20.046999,20.546999,20.997,21.247,20.095499,87.0,83.0,87.0,85.0,80.0,80.0,82.0
1639,1,2024-04-09 07:00:00+00:00,21.697,22.447,22.296999,22.397,22.997,23.197,22.4455,79.0,74.0,75.0,76.0,72.0,73.0,72.0
1640,1,2024-04-09 08:00:00+00:00,23.097,23.897,24.147,24.247,25.147,25.296999,24.9955,73.0,67.0,65.0,66.0,62.0,65.0,60.0
1641,1,2024-04-09 09:00:00+00:00,24.397,25.147,25.697,25.747,26.796999,26.947,26.7955,66.0,61.0,58.0,58.0,55.0,58.0,52.0
1642,1,2024-04-09 10:00:00+00:00,25.447,26.197,26.647,26.847,27.796999,28.097,27.6455,63.0,55.0,53.0,53.0,50.0,52.0,49.0
1643,1,2024-04-09 11:00:00+00:00,25.947,26.647,27.296999,27.546999,28.347,28.796999,27.7955,64.0,55.0,53.0,50.0,48.0,47.0,50.0
1644,1,2024-04-09 12:00:00+00:00,25.697,26.897,27.197,26.497,27.296999,29.296999,24.095499,63.0,55.0,54.0,59.0,56.0,43.0,65.0
1645,1,2024-04-09 13:00:00+00:00,25.497,25.447,26.796999,26.147,26.097,27.747,22.6955,64.0,63.0,55.0,59.0,62.0,51.0,74.0
1646,1,2024-04-09 14:00:00+00:00,24.597,23.796999,24.197,25.397,24.197,25.296999,20.9455,66.0,74.0,69.0,61.0,71.0,65.0,84.0
1647,1,2024-04-09 15:00:00+00:00,23.097,23.097,22.447,24.497,22.597,23.247,19.4955,77.0,76.0,78.0,64.0,78.0,76.0,92.0
1648,1,2024-04-09 16:00:00+00:00,21.347,21.697,21.597,23.397,21.647,22.147,18.6455,85.0,83.0,83.0,71.0,83.0,82.0,94.0
1649,1,2024-04-09 17:00:00+00:00,20.597,20.796999,20.497,22.197,20.947,21.447,18.1455,89.0,88.0,90.0,80.0,87.0,86.0,93.0
1650,1,2024-04-09 18:00:00+00:00,20.296999,20.097,20.097,20.397,20.447,20.897,16.3955,91.0,86.0,88.0,91.0,90.0,89.0,97.0
1651,1,2024-04-09 19:00:00+00:00,19.697,19.847,19.697,19.897,20.147,20.447,16.1955,95.0,88.0,90.0,93.0,92.0,90.0,97.0
1652,1,2024-04-09 20:00:00+00:00,19.197,19.597,19.397,19.546999,19.997,20.147,16.2455,96.0,90.0,91.0,93.0,92.0,89.0,97.0
1653,1,2024-04-09 21:00:00+00:00,19.147,19.497,19.147,19.247,19.747,19.747,16.1955,95.0,91.0,92.0,94.0,93.0,89.0,96.0
1654,1,2024-04-09 22:00:00+00:00,18.997,19.147,18.847,18.947,19.347,19.097,15.9955,94.0,92.0,93.0,95.0,95.0,92.0,96.0
1655,1,2024-04-09 23:00:00+00:00,18.697,18.697,18.697,18.647,18.796999,18.397,15.7455,94.0,92.0,93.0,97.0,97.0,95.0,96.0
1656,1,2024-04-10 00:00:00+00:00,18.097,18.747,18.847,18.147,17.597,18.397,15.4955,97.0,94.0,97.0,99.0,97.0,96.0,97.0
1657,1,2024-04-10 01:00:00+00:00,17.947,18.447,18.497,17.597,16.847,17.647,14.9955,97.0,95.0,98.0,100.0,98.0,98.0,98.0
1658,1,2024-04-10 02:00:00+00:00,17.796999,17.997,18.046999,17.046999,16.147,16.897,14.6455,98.0,96.0,99.0,100.0,100.0,99.0,98.0
1659,1,2024-04-10 03:00:00+00:00,17.597,17.296999,17.697,17.046999,16.097,16.796999,14.8955,98.0,98.0,99.0,100.0,99.0,98.0,97.0
1660,1,2024-04-10 04:00:00+00:00,17.296999,16.897,17.497,17.897,17.147,17.747,16.095499,98.0,99.0,100.0,97.0,96.0,95.0,93.0
1661,1,2024-04-10 05:00:00+00:00,18.697,18.397,18.597,19.296999,18.847,19.397,17.9455,94.0,96.0,97.0,92.0,91.0,89.0,88.0
1662,1,2024-04-10 06:00:00+00:00,20.247,20.697,20.546999,20.847,20.597,21.097,20.095499,88.0,85.0,87.0,85.0,85.0,83.0,79.0
1663,1,2024-04-10 07:00:00+00:00,22.097,22.347,22.497,22.296999,22.197,22.897,22.5455,78.0,76.0,77.0,79.0,78.0,75.0,68.0
1664,1,2024-04-10 08:00:00+00:00,23.497,23.546999,24.147,23.847,23.847,24.796999,25.2455,70.0,72.0,69.0,72.0,70.0,67.0,54.0
1665,1,2024-04-10 09:00:00+00:00,24.697,24.796999,25.497,24.997,25.197,26.296999,27.2955,64.0,66.0,62.0,67.0,64.0,60.0,44.0
1666,1,2024-04-10 10:00:00+00:00,25.697,25.697,26.497,25.747,26.347,27.347,28.6955,60.0,62.0,58.0,64.0,59.0,55.0,38.0
1667,1,2024-04-10 11:00:00+00:00,26.447,26.197,27.046999,26.097,27.197,27.947,29.4455,57.0,60.0,55.0,62.0,56.0,51.0,35.0
1668,1,2024-04-10 12:00:00+00:00,24.647,25.796999,26.296999,27.247,27.046999,26.347,29.2955,71.0,64.0,61.0,56.0,57.0,62.0,37.0
1669,1,2024-04-10 13:00:00+00:00,23.747,24.897,24.597,26.247,26.097,25.497,27.845499,74.0,66.0,72.0,61.0,62.0,66.0,44.0
1670,1,2024-04-10 14:00:00+00:00,23.347,22.947,23.046999,24.597,24.497,24.097,25.595499,74.0,77.0,78.0,70.0,70.0,73.0,57.0
1671,1,2024-04-10 15:00:00+00:00,22.097,22.247,22.447,23.097,22.997,22.847,23.2955,80.0,81.0,81.0,77.0,78.0,79.0,68.0
1672,1,2024-04-10 16:00:00+00:00,21.497,21.447,21.647,22.046999,21.947,21.847,21.0455,84.0,86.0,86.0,82.0,84.0,84.0,78.0
1673,1,2024-04-10 17:00:00+00:00,21.046999,20.447,21.147,21.197,20.997,20.947,18.845499,87.0,91.0,89.0,87.0,88.0,89.0,87.0
1674,1,2024-04-10 18:00:00+00:00,20.447,20.546999,20.747,20.347,20.247,20.247,17.3955,90.0,91.0,89.0,92.0,92.0,93.0,92.0
1675,1,2024-04-10 19:00:00+00:00,19.447,20.097,20.296999,19.997,19.747,19.796999,16.6455,95.0,93.0,92.0,93.0,93.0,94.0,94.0
1676,1,2024-04-10 20:00:00+00:00,19.247,19.747,19.796999,19.747,19.497,19.546999,16.2955,95.0,94.0,92.0,94.0,94.0,94.0,95.0
1677,1,2024-04-10 21:00:00+00:00,19.046999,19.447,19.546999,19.447,19.147,19.247,15.9955,95.0,95.0,93.0,94.0,94.0,94.0,96.0
1678,1,2024-04-10 22:00:00+00:00,18.647,19.046999,19.147,19.097,18.697,18.747,15.6455,96.0,97.0,95.0,95.0,95.0,95.0,96.0
1679,1,2024-04-10 23:00:00+00:00,18.247,18.647,18.597,18.647,18.197,18.197,15.3455,97.0,98.0,96.0,95.0,97.0,96.0,96.0
1680,1,2024-04-11 00:00:00+00:00,18.447,18.147,17.697,18.447,17.847,17.397,15.7955,96.0,96.0,97.0,96.0,95.0,97.0,96.0
1681,1,2024-04-11 01:00:00+00:00,17.897,17.847,17.247,17.796999,17.296999,16.697,15.2455,98.0,97.0,97.0,97.0,96.0,98.0,97.0
1682,1,2024-04-11 02:00:00+00:00,17.347,17.546999,16.897,17.046999,16.747,16.047,14.6455,99.0,97.0,97.0,98.0,97.0,99.0,98.0
1683,1,2024-04-11 03:00:00+00:00,16.997,16.997,16.447,16.947,16.796999,16.097,14.695499,100.0,99.0,98.0,98.0,96.0,98.0,97.0
1684,1,2024-04-11 04:00:00+00:00,16.747,16.397,16.347,17.796999,17.747,17.197,15.7955,100.0,99.0,97.0,95.0,93.0,95.0,94.0
1685,1,2024-04-11 05:00:00+00:00,18.397,18.197,18.147,19.247,19.296999,19.046999,17.595499,97.0,96.0,93.0,91.0,89.0,90.0,89.0
1686,1,2024-04-11 06:00:00+00:00,20.697,20.947,20.497,20.296999,20.997,20.897,19.8955,86.0,83.0,87.0,88.0,84.0,84.0,82.0
1687,1,2024-04-11 07:00:00+00:00,22.397,23.097,22.546999,22.097,22.947,22.796999,22.345499,77.0,74.0,78.0,82.0,77.0,75.0,72.0
1688,1,2024-04-11 08:00:00+00:00,23.897,24.747,24.397,24.046999,25.147,24.747,24.9955,70.0,66.0,72.0,75.0,68.0,64.0,61.0
1689,1,2024-04-11 09:00:00+00:00,24.847,25.796999,25.997,25.647,26.897,26.347,26.8955,65.0,61.0,66.0,68.0,61.0,56.0,52.0
1690,1,2024-04-11 10:00:00+00:00,25.997,26.647,27.296999,26.847,28.296999,27.546999,27.7455,61.0,58.0,58.0,61.0,54.0,51.0,48.0
1691,1,2024-04-11 11:00:00+00:00,26.597,27.046999,28.247,27.697,29.296999,28.296999,27.8955,59.0,57.0,53.0,54.0,48.0,49.0,47.0
1692,1,2024-04-11 12:00:00+00:00,26.097,26.697,27.897,28.147,28.546999,27.597,28.7955,62.0,60.0,50.0,53.0,48.0,54.0,42.0
1693,1,2024-04-11 13:00:00+00:00,25.597,26.347,27.747,26.997,28.497,26.997,27.2455,64.0,61.0,52.0,59.0,46.0,57.0,51.0
1694,1,2024-04-11 14:00:00+00:00,23.947,24.597,27.397,25.097,28.046999,25.796999,24.7955,73.0,68.0,55.0,69.0,46.0,62.0,65.0
1695,1,2024-04-11 15:00:00+00:00,22.697,23.097,23.897,23.447,27.147,24.546999,22.4955,78.0,76.0,72.0,77.0,50.0,68.0,77.0
1696,1,2024-04-11 16:00:00+00:00,21.697,21.747,22.747,22.447,25.447,23.296999,20.7455,84.0,84.0,80.0,82.0,60.0,75.0,84.0
1697,1,2024-04-11 17:00:00+00:00,20.947,20.796999,21.947,21.697,23.296999,21.997,19.1455,88.0,90.0,85.0,87.0,74.0,84.0,89.0
1698,1,2024-04-11 18:00:00+00:00,19.997,20.497,20.597,21.147,21.597,20.897,17.7955,92.0,90.0,89.0,90.0,85.0,90.0,94.0
1699,1,2024-04-11 19:00:00+00:00,19.597,19.747,19.647,20.697,20.847,20.197,16.7955,92.0,94.0,94.0,92.0,90.0,93.0,96.0
1700,1,2024-04-11 20:00:00+00:00,19.046999,19.397,19.497,20.497,20.546999,19.697,16.095499,94.0,94.0,94.0,92.0,92.0,95.0,97.0
1701,1,2024-04-11 21:00:00+00:00,18.697,19.197,19.397,20.197,20.147,19.197,15.5955,95.0,95.0,94.0,93.0,93.0,96.0,97.0
1702,1,2024-04-11 22:00:00+00:00,18.347,19.247,19.097,19.597,19.397,18.597,15.2955,96.0,94.0,95.0,95.0,95.0,96.0,97.0
1703,1,2024-04-11 23:00:00+00:00,17.997,18.897,18.647,18.897,18.597,18.046999,15.195499,97.0,93.0,95.0,98.0,97.0,95.0,96.0
1704,1,2024-04-12 00:00:00+00:00,17.197,18.296999,18.147,17.897,18.697,17.097,15.0955,95.0,93.0,95.0,94.0,96.0,100.0,95.0
1705,1,2024-04-12 01:00:00+00:00,16.647,17.847,17.546999,17.097,17.947,16.447,14.695499,96.0,95.0,96.0,96.0,97.0,100.0,96.0
1706,1,2024-04-12 02:00:00+00:00,16.147,17.347,17.046999,16.296999,17.147,15.896999,14.2955,97.0,96.0,95.0,97.0,97.0,100.0,97.0
1707,1,2024-04-12 03:00:00+00:00,15.896999,16.997,16.697,16.247,17.046999,16.097,14.5955,97.0,96.0,95.0,97.0,96.0,98.0,96.0
1708,1,2024-04-12 04:00:00+00:00,15.847,16.796999,16.497,17.497,18.097,17.447,15.8955,96.0,95.0,94.0,93.0,93.0,94.0,93.0
1709,1,2024-04-12 05:00:00+00:00,17.997,18.697,18.597,19.497,19.796999,19.497,17.7955,92.0,92.0,92.0,87.0,88.0,88.0,88.0
1710,1,2024-04-12 06:00:00+00:00,20.747,21.147,21.347,21.296999,21.546999,21.546999,19.8955,84.0,83.0,82.0,83.0,83.0,81.0,82.0
1711,1,2024-04-12 07:00:00+00:00,22.546999,23.046999,23.197,23.147,23.247,23.546999,22.2455,77.0,76.0,76.0,75.0,76.0,73.0,71.0
1712,1,2024-04-12 08:00:00+00:00,24.296999,24.697,25.147,25.097,24.997,25.497,24.7455,69.0,69.0,70.0,67.0,68.0,63.0,59.0
1713,1,2024-04-12 09:00:00+00:00,26.397,25.997,26.796999,26.497,26.296999,27.046999,26.6955,60.0,62.0,64.0,61.0,62.0,56.0,49.0
1714,1,2024-04-12 10:00:00+00:00,27.447,26.847,27.997,27.197,27.046999,28.046999,27.845499,54.0,60.0,56.0,59.0,59.0,52.0,43.0
1715,1,2024-04-12 11:00:00+00:00,27.997,27.296999,28.647,27.397,27.447,28.597,28.345499,52.0,59.0,52.0,59.0,57.0,50.0,41.0
1716,1,2024-04-12 12:00:00+00:00,27.447,27.347,28.197,26.847,27.647,27.796999,28.3955,56.0,61.0,52.0,68.0,57.0,55.0,39.0
1717,1,2024-04-12 13:00:00+00:00,24.947,25.647,27.697,26.247,26.397,26.647,26.1955,70.0,72.0,55.0,69.0,63.0,60.0,51.0
1718,1,2024-04-12 14:00:00+00:00,24.147,24.847,24.347,25.296999,24.497,24.796999,22.9455,73.0,73.0,73.0,71.0,72.0,69.0,69.0
1719,1,2024-04-12 15:00:00+00:00,23.947,23.597,23.347,24.347,22.897,23.197,20.1955,73.0,75.0,74.0,73.0,80.0,76.0,83.0
1720,1,2024-04-12 16:00:00+00:00,22.497,22.447,22.247,23.397,21.897,22.197,18.2955,83.0,82.0,82.0,77.0,85.0,82.0,91.0
1721,1,2024-04-12 17:00:00+00:00,21.597,21.947,21.647,22.447,21.197,21.397,16.845499,86.0,85.0,85.0,83.0,89.0,86.0,96.0
1722,1,2024-04-12 18:00:00+00:00,20.497,21.847,20.796999,20.847,20.647,20.796999,16.7955,91.0,87.0,90.0,91.0,92.0,90.0,96.0
1723,1,2024-04-12 19:00:00+00:00,20.247,21.197,20.796999,20.347,20.247,20.397,16.0455,90.0,90.0,91.0,93.0,94.0,92.0,98.0
1724,1,2024-04-12 20:00:00+00:00,19.497,20.697,20.397,20.046999,20.046999,20.197,15.7955,93.0,91.0,92.0,93.0,94.0,94.0,98.0
1725,1,2024-04-12 21:00:00+00:00,19.347,19.997,19.747,19.747,19.847,19.847,15.5955,94.0,91.0,95.0,94.0,95.0,95.0,98.0
1726,1,2024-04-12 22:00:00+00:00,19.147,19.347,19.347,19.447,19.597,19.197,15.3455,95.0,90.0,96.0,95.0,96.0,96.0,98.0
1727,1,2024-04-12 23:00:00+00:00,18.796999,18.947,19.296999,19.147,19.397,18.497,15.1455,96.0,89.0,96.0,97.0,97.0,97.0,97.0
1728,1,2024-04-13 00:00:00+00:00,18.647,18.046999,19.147,18.347,17.897,18.647,15.0955,97.0,92.0,96.0,98.0,99.0,97.0,96.0
1729,1,2024-04-13 01:00:00+00:00,18.347,17.597,18.697,17.747,17.347,17.997,14.7955,97.0,93.0,96.0,99.0,99.0,98.0,97.0
1730,1,2024-04-13 02:00:00+00:00,17.847,17.197,18.347,17.147,16.947,17.296999,14.5455,96.0,94.0,94.0,99.0,98.0,99.0,97.0
1731,1,2024-04-13 03:00:00+00:00,17.296999,16.897,17.897,17.147,17.097,17.247,14.8955,96.0,94.0,93.0,97.0,96.0,98.0,96.0
1732,1,2024-04-13 04:00:00+00:00,16.997,16.796999,17.647,18.097,18.097,18.197,16.1955,94.0,94.0,92.0,94.0,93.0,95.0,93.0
1733,1,2024-04-13 05:00:00+00:00,18.747,18.697,19.296999,19.647,19.647,19.747,18.095499,88.0,90.0,90.0,89.0,88.0,90.0,89.0
1734,1,2024-04-13 06:00:00+00:00,21.647,21.097,21.296999,21.347,21.397,21.347,20.2955,76.0,82.0,84.0,82.0,82.0,84.0,82.0
1735,1,2024-04-13 07:00:00+00:00,23.747,23.296999,23.097,23.247,23.347,22.997,22.6455,65.0,69.0,72.0,73.0,73.0,76.0,71.0
1736,1,2024-04-13 08:00:00+00:00,25.447,25.046999,24.697,25.247,25.447,24.697,25.1455,57.0,61.0,64.0,62.0,63.0,67.0,58.0
1737,1,2024-04-13 09:00:00+00:00,26.897,26.397,26.147,26.597,27.097,26.097,26.9955,53.0,55.0,59.0,56.0,55.0,60.0,48.0
1738,1,2024-04-13 10:00:00+00:00,27.697,27.397,27.097,26.947,28.097,27.046999,27.9955,51.0,53.0,54.0,56.0,50.0,56.0,43.0
